last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Markakis, Nick,455976,486,8.6,34.2,114.4,88.3,91.5,86.4,429,161,391,166,34.4,16,3.3,2.4
Gurriel, Yuli,493329,473,10.3,29.4,114.4,89.8,94.4,87.4,435,170,393,203,43.1,16,3.4,2.8
Ramirez, Hanley,434670,380,12.5,35.3,114.3,88.4,93.3,84.7,469,181,415,144,37.9,36,9.5,6.5
Happ, Ian,664023,241,12.9,37.3,114.2,88.1,93.4,83.5,443,194,403,95,39.4,32,13.3,7.7
Upton, Justin,457708,378,15.7,36.0,114.2,88.7,94.3,84.1,454,199,404,154,40.7,50,13.2,7.9
Pederson, Joc,592626,206,10.2,26.2,114.1,90.1,96.1,85.9,433,162,402,85,41.3,18,8.7,5.6
Zunino, Mike,572287,228,20.5,35.1,114.1,90.3,96.0,84.5,470,201,412,107,46.9,33,14.5,7.6
Fisher, Derek,605233,92,4.2,30.4,114.1,88.0,94.7,83.5,432,142,384,36,39.1,5,5.4,3.0
Pence, Hunter,452254,395,4.4,25.3,114.0,89.0,94.0,86.8,444,142,395,148,37.6,23,5.8,4.3
Valencia, Danny,502143,336,9.0,31.8,114.0,88.2,92.8,86.2,434,159,404,125,37.5,19,5.7,3.8
Bogaerts, Xander,593428,457,8.2,26.7,113.9,87.3,90.8,86.5,437,145,401,138,30.2,6,1.3,0.9
Peralta, David,444482,434,4.2,27.0,113.8,88.0,93.7,84.9,455,144,395,152,35.0,18,4.1,3.1
Renfroe, Hunter,592669,306,15.2,32.0,113.7,87.9,94.2,82.8,462,192,405,103,33.8,33,10.8,6.9
Santana, Domingo,570267,350,10.5,40.9,113.7,89.3,93.2,85.8,476,175,394,140,40.0,34,9.7,5.6
Shaw, Travis,543768,404,14.6,34.4,113.7,88.3,93.2,84.8,458,184,401,157,38.9,29,7.2,4.8
Mazara, Nomar,608577,430,11.3,30.5,113.6,89.0,94.9,85.6,453,165,414,158,36.8,28,6.5,4.5
Cabrera, Melky,466320,554,8.7,33.9,113.6,88.2,90.9,87.1,420,161,393,193,35.0,21,3.8,3.2
Rizzo, Anthony,519203,486,15.3,34.2,113.6,88.1,94.4,82.2,462,186,408,187,38.7,45,9.3,6.5
Donaldson, Josh,518626,306,13.5,31.7,113.5,90.6,96.9,85.0,481,186,408,134,43.8,43,14.1,8.7
Blash, Jabari,518466,99,15.0,39.4,113.5,87.3,94.4,78.6,450,189,418,37,37.8,10,10.1,5.1
Davis, Khris,501981,378,14.2,37.6,113.5,92.2,98.7,85.1,458,202,407,196,51.9,67,17.7,10.3
Perez, Roberto,547379,151,5.0,31.8,113.4,84.4,93.5,76.9,430,163,401,59,39.1,10,6.6,4.0
Baez, Javier,595879,333,9.2,28.2,113.3,86.9,94.0,82.6,463,167,410,115,34.7,28,8.4,5.5
Kendrick, Howie,435062,239,0.8,33.9,113.3,87.2,93.3,83.3,437,141,409,81,34.0,19,7.9,5.7
Grichuk, Randal,545341,281,16.3,37.7,113.3,89.2,95.4,81.9,434,200,406,113,40.4,45,16.0,10.2
Moreland, Mitch,519048,393,11.5,34.9,113.3,89.1,94.8,84.2,449,184,413,142,36.3,47,12.0,8.2
Kepler, Max,596146,401,12.7,31.9,113.2,88.3,92.3,87.0,440,174,398,147,36.7,16,4.0,2.8
Adduci, Jim,451192,56,6.7,28.6,113.1,88.8,94.3,85.5,395,157,367,24,42.9,4,7.1,4.3
Gomez, Carlos,460576,249,14.9,37.3,113.1,87.5,91.2,84.1,461,200,407,87,34.9,22,8.8,5.2
Zimmerman, Ryan,475582,403,8.5,33.3,113.1,91.4,97.8,86.3,470,173,405,194,48.7,51,12.7,8.9
Carpenter, Matt,572761,379,21.4,37.5,113.0,88.9,92.4,83.2,427,222,400,139,37.0,31,8.2,5.0
Kivlehan, Patrick,623182,118,10.4,28.8,113.0,86.6,94.4,81.6,430,176,393,38,32.2,9,7.6,4.4
Bryant, Kris,592178,427,16.9,34.9,113.0,87.1,92.2,80.8,451,196,401,155,36.4,41,9.6,6.2
Franco, Maikel,596748,485,11.4,26.6,113.0,88.9,93.6,86.9,431,165,391,175,36.2,29,6.0,4.7
Morales, Kendrys,434778,428,9.5,30.8,113.0,91.1,96.2,87.5,465,173,415,194,45.4,43,10.0,7.1
Dickerson, Corey,572816,438,13.8,35.8,112.9,87.2,91.1,83.6,449,182,400,136,31.2,33,7.5,5.2
Bautista, Jose,430832,424,16.9,29.7,112.9,88.3,93.2,85.4,450,188,402,151,35.6,28,6.6,4.1
Moustakas, Mike,519058,467,18.3,34.0,112.9,87.3,92.3,84.7,440,197,397,156,33.5,40,8.6,6.7
Pirela, Jose,517369,244,5.9,29.5,112.9,88.7,94.0,84.8,450,161,410,95,39.1,11,4.5,3.2
Bellinger, Cody,641355,337,16.5,35.6,112.8,89.6,96.6,82.0,447,198,394,153,45.7,41,12.2,7.5
Moss, Brandon,461235,236,17.8,36.4,112.8,89.6,94.7,81.8,474,206,411,99,41.9,35,14.8,8.7
Joseph, Tommy,571830,369,14.0,30.9,112.8,89.1,94.2,86.5,447,177,401,148,40.3,27,7.3,5.1
Flowers, Tyler,452095,237,10.9,32.1,112.8,89.3,92.8,87.0,447,170,395,93,39.2,15,6.3,4.1
Diaz, Yandy,650490,122,0.0,28.7,112.8,91.5,94.1,90.8,386,125,,62,50.8,4,3.3,2.2
Marte, Ketel,606466,188,7.2,34.0,112.8,86.6,90.2,84.3,440,155,387,65,34.6,5,2.7,2.0
Bonifacio, Jorge,593528,267,14.6,37.8,112.7,87.6,91.9,83.3,437,184,407,104,39.1,24,9.0,5.7
Bourjos, Peter,488721,137,5.8,24.1,112.7,84.9,91.1,81.8,435,143,398,37,27.2,5,3.6,2.5
Cano, Robinson,429664,510,7.4,33.9,112.7,90.3,94.0,87.9,443,164,398,222,43.6,32,6.3,4.9
Taylor, Michael A.,572191,265,11.5,35.8,112.7,86.6,94.2,80.7,439,180,401,99,37.9,26,9.8,6.0
Healy, Ryon,592387,436,12.6,35.8,112.7,88.2,93.2,84.2,443,176,413,175,40.3,33,7.6,5.5
Heyward, Jason,518792,369,10.9,29.3,112.7,86.4,90.9,85.1,434,161,397,112,30.4,15,4.1,3.1
Miller, Brad,543543,232,10.5,26.7,112.7,88.9,94.3,85.4,445,178,411,88,37.9,14,6.0,3.4
Davidson, Matt,571602,254,17.7,35.8,112.6,89.0,94.9,82.7,476,201,408,106,41.7,39,15.4,8.8
Napoli, Mike,435063,265,22.2,29.1,112.5,88.2,94.0,83.0,448,204,406,109,41.1,42,15.8,8.7
Myers, Wil,571976,394,15.3,35.3,112.5,89.1,95.3,84.8,461,191,408,175,44.6,36,9.1,5.5
Espinosa, Danny,457787,160,12.0,31.3,112.5,85.2,90.9,81.4,433,178,403,45,28.7,11,6.9,3.7
Odor, Rougned,596059,449,15.2,27.4,112.4,88.4,94.2,84.2,466,180,395,163,36.4,27,6.0,4.1
Yelich, Christian,592885,471,4.7,29.9,112.4,90.4,94.7,87.6,442,146,397,216,46.1,33,7.0,4.7
Aguilar, Jesus,542583,188,11.8,39.9,112.4,89.0,95.2,83.0,449,191,411,80,42.6,21,11.2,6.8
Smith, Seth,452234,252,9.9,36.9,112.4,89.8,94.9,84.7,428,184,400,102,40.5,18,7.1,4.8
Fowler, Dexter,451594,323,13.2,40.6,112.4,88.4,92.2,84.6,429,191,397,118,37.0,21,6.5,4.3
Bell, Josh,605137,436,8.6,29.4,112.4,87.7,92.2,85.3,441,155,403,147,34.1,29,6.7,4.7
Goldschmidt, Paul,502671,415,11.6,32.8,112.4,91.4,96.5,86.8,453,178,405,196,47.3,55,13.3,8.3
Devers, Rafael,646240,165,7.7,26.1,112.3,89.2,95.4,85.9,433,156,390,74,44.8,14,8.5,5.8
Altherr, Aaron,571437,269,11.2,32.7,112.3,89.3,94.1,86.5,421,173,395,115,42.8,28,10.4,6.8
Chapman, Matt,656305,200,19.9,31.5,112.3,90.1,95.1,86.8,455,198,409,80,40.0,24,12.0,7.4
Santana, Carlos,467793,479,12.7,28.4,112.3,88.4,93.5,84.5,434,173,395,184,38.6,36,7.5,5.4
Pujols, Albert,405395,504,13.4,31.9,112.2,88.7,93.3,85.5,459,177,408,194,38.6,27,5.4,4.2
Reynolds, Mark,448602,348,11.9,36.5,112.1,87.1,93.2,82.0,482,182,419,125,35.9,29,8.3,4.9
Werth, Jayson,150029,184,14.1,33.2,112.1,88.1,93.7,84.9,425,184,398,74,40.7,15,8.2,5.2
Polanco, Gregory,570256,320,13.1,30.3,112.1,86.5,91.6,84.6,434,174,407,96,30.0,12,3.8,2.9
Thames, Eric,519346,306,12.7,36.3,112.0,88.1,94.0,81.8,436,195,392,119,38.9,34,11.1,6.2
Cain, Lorenzo,456715,486,10.1,32.1,112.0,89.1,92.2,88.2,436,173,399,170,35.1,17,3.5,2.6
Correa, Carlos,621043,334,9.2,38.6,112.0,90.4,94.9,86.7,449,172,400,148,44.3,31,9.3,6.4
Encarnacion, Edwin,429665,426,16.7,36.4,112.0,89.2,94.2,84.0,457,194,406,179,42.0,45,10.6,6.7
Turner, Trea,607208,333,6.9,29.1,111.9,88.8,93.9,85.8,437,160,402,130,39.2,18,5.4,4.0
Herrmann, Chris,543302,160,10.8,30.6,111.9,89.1,92.8,85.9,448,188,389,59,37.1,12,7.5,4.7
Frazier, Adam,624428,353,8.9,38.0,111.9,85.5,87.9,83.8,432,158,401,83,23.9,7,2.0,1.5
Pillar, Kevin,607680,498,12.8,33.3,111.9,85.5,90.0,83.3,451,172,402,141,28.4,17,3.4,2.7
Mahtook, Mikie,543484,271,10.4,32.8,111.9,88.4,92.0,85.6,448,171,410,102,37.6,15,5.5,4.0
Kemp, Matt,461314,340,8.2,39.1,111.9,88.4,93.6,83.8,423,171,395,130,38.5,32,9.4,6.9
Dozier, Brian,572821,478,16.5,32.2,111.8,87.5,94.4,80.8,435,190,395,164,34.4,40,8.4,5.7
Escobar, Yunel,488862,299,2.5,31.8,111.7,89.0,93.6,86.3,438,147,412,115,38.5,15,5.0,3.9
Drury, Brandon,592273,344,7.4,34.0,111.7,87.9,93.5,84.1,444,159,408,132,38.6,17,4.9,3.5
Betts, Mookie,605141,554,14.1,32.5,111.7,88.4,92.9,87.4,434,179,396,208,37.9,25,4.5,3.5
Lindor, Francisco,596019,566,13.6,32.3,111.7,88.3,92.7,83.6,456,192,401,201,35.6,41,7.2,5.7
Gattis, Evan,594828,253,17.4,30.8,111.7,87.9,92.4,85.7,435,176,412,88,35.3,14,5.5,4.3
Pham, Tommy,502054,332,6.5,34.3,111.6,89.2,94.7,85.6,443,151,407,143,43.1,31,9.3,5.8
d'Arnaud, Travis,518595,292,13.4,33.6,111.6,87.9,93.3,83.3,455,173,400,102,35.1,19,6.5,5.1
Desmond, Ian,435622,258,0.0,22.5,111.6,87.2,93.1,84.6,421,124,381,78,30.5,7,2.7,1.9
Hernandez, Enrique,571771,221,13.2,30.8,111.5,88.1,93.1,83.7,421,178,397,80,36.5,16,7.2,4.7
Martinez, Jose,500874,215,10.6,37.7,111.5,90.4,93.8,87.2,436,179,401,95,44.4,23,10.7,7.5
Hoying, Jared,592419,50,9.6,28.0,111.5,81.9,88.0,77.8,377,159,377,10,20.0,0,0.0,0.0
Nunez, Eduardo,456488,416,5.9,25.7,111.5,86.0,91.2,83.9,412,139,388,134,32.4,7,1.7,1.4
Bruce, Jay,457803,419,18.2,39.9,111.5,88.4,92.5,83.3,436,205,400,161,38.5,45,10.7,7.3
Alonso, Yonder,475174,333,19.4,35.7,111.5,89.2,93.4,86.1,436,197,402,136,40.8,33,9.9,6.3
Cabrera, Miguel,408234,362,12.2,41.7,111.5,91.3,95.5,86.7,451,190,388,173,47.9,38,10.5,7.2
Perkins, Cameron,573088,67,7.3,25.4,111.4,87.3,92.6,84.8,415,146,395,26,38.8,1,1.5,1.0
Realmuto, J.T.,592663,429,9.9,32.9,111.4,88.2,91.8,85.9,444,165,396,152,35.6,27,6.3,4.7
Cowart, Kaleb,592230,76,4.8,34.2,111.4,83.5,91.4,78.9,424,158,409,22,28.9,3,3.9,2.6
Conforto, Michael,624424,262,13.7,39.3,111.4,89.2,95.3,83.2,450,187,393,113,43.5,33,12.6,7.5
Iannetta, Chris,455104,186,15.6,38.7,111.4,87.9,93.8,82.5,441,191,400,68,36.6,17,9.1,5.4
Adams, Lane,572669,74,13.0,39.2,111.3,84.7,91.1,78.5,421,169,410,28,38.4,9,12.2,7.4
Adams, Matt,571431,255,16.1,34.1,111.3,88.8,94.3,83.7,431,189,396,102,40.0,27,10.6,7.4
Tomas, Yasmany,630111,117,8.8,29.9,111.3,91.3,97.3,86.1,433,190,394,57,49.1,13,11.1,7.2
Chirinos, Robinson,455139,186,17.4,28.0,111.3,87.2,93.1,80.9,435,191,400,71,38.8,22,11.8,7.1
Perez, Salvador,521692,381,18.7,34.4,111.3,88.5,92.5,84.6,451,210,405,145,38.4,36,9.4,7.2
Haniger, Mitch,571745,277,10.6,36.5,111.2,87.4,93.1,81.8,437,174,400,97,35.0,17,6.1,4.1
Schebler, Scott,594988,353,11.3,30.0,111.2,88.8,95.6,84.7,457,172,405,144,40.8,36,10.2,6.8
Rupp, Cameron,519237,182,8.4,31.9,111.2,88.6,95.5,83.7,425,177,392,75,41.2,18,9.9,5.4
Marisnick, Jake,545350,143,15.9,29.4,111.2,85.7,93.5,76.9,454,202,405,49,34.3,17,11.9,6.6
Almora Jr., Albert,546991,251,7.6,33.1,111.0,86.3,90.9,83.4,423,165,398,81,32.3,10,4.0,3.1
Frazier, Clint,640449,92,13.8,38.0,111.0,88.7,93.8,85.1,455,188,400,37,40.2,11,12.0,7.7
Pinder, Chad,640461,193,12.3,39.9,111.0,89.4,94.7,83.1,460,195,418,83,43.0,22,11.4,7.1
Olson, Matt,621566,129,15.7,28.7,111.0,90.8,98.0,84.0,483,187,406,61,47.3,21,16.3,9.7
Motter, Taylor,600301,197,12.6,35.5,110.9,87.1,91.9,83.6,424,178,393,64,32.7,8,4.1,2.9
Kiermaier, Kevin,595281,286,7.2,28.3,110.9,85.9,91.5,82.6,443,159,410,86,30.2,15,5.2,3.6
Buxton, Byron,621439,319,11.8,32.6,110.9,85.0,92.8,76.7,441,175,403,102,32.3,18,5.6,3.5
Jones, Adam,430945,488,11.6,34.0,110.9,86.5,91.4,83.1,452,167,391,147,30.2,31,6.4,4.9
Travis, Devon,581527,150,13.6,43.3,110.9,87.3,91.1,83.4,425,199,389,51,34.0,10,6.7,5.1
Votto, Joey,458015,482,14.0,40.5,110.9,87.6,92.6,80.4,449,197,398,158,32.8,44,9.1,6.2
Seager, Corey,608369,411,11.1,40.4,110.9,89.7,94.9,83.9,462,178,409,180,43.8,35,8.5,5.7
Robinson, Drew,592685,65,14.3,43.1,110.8,87.3,97.1,79.5,441,174,421,23,35.4,9,13.8,7.4
Carter, Chris,474892,110,22.2,31.8,110.8,89.7,92.7,86.8,430,209,406,41,37.6,13,11.8,6.3
Canha, Mark,592192,118,19.8,36.4,110.8,88.1,92.0,87.0,453,189,406,40,33.9,7,5.9,3.7
Dietrich, Derek,518618,311,16.6,32.2,110.8,85.9,90.1,82.0,425,192,391,101,32.5,18,5.8,3.9
Blackmon, Charlie,453568,515,12.8,38.1,110.8,86.9,91.7,82.1,477,190,411,184,35.8,45,8.7,6.2
Duvall, Adam,594807,428,21.2,35.0,110.8,87.3,92.5,82.3,437,201,396,139,32.6,38,8.9,5.9
Hicks, John,543308,123,7.7,35.0,110.7,85.3,92.5,79.5,444,165,394,40,32.5,11,8.9,5.8
Young, Chris,455759,189,16.2,33.9,110.7,85.1,92.3,80.2,430,173,392,58,30.9,8,4.2,2.9
Cuthbert, Cheslor,596144,105,12.0,34.3,110.6,85.8,92.0,78.7,416,177,408,30,28.6,3,2.9,2.0
Slater, Austin,596103,88,1.6,28.4,110.6,87.5,93.0,84.6,461,130,406,28,31.8,3,3.4,2.4
Urshela, Gio,570482,135,9.1,34.8,110.6,87.0,91.3,83.4,411,161,357,37,27.4,2,1.5,1.2
Bradley Jr., Jackie,598265,360,9.4,30.6,110.6,88.1,94.4,83.7,441,159,406,142,39.4,27,7.5,5.0
Anderson, Brian,605119,57,8.5,43.9,110.6,87.7,92.1,85.4,392,146,,22,38.6,3,5.3,3.2
Gyorko, Jedd,576397,328,15.3,32.9,110.6,86.5,92.7,81.4,450,179,394,101,31.2,27,8.2,5.6
Castellanos, Nicholas,592206,477,14.1,42.8,110.5,89.1,93.3,83.3,448,202,397,199,41.8,51,10.7,7.7
Merrifield, Whit,593160,507,15.8,36.9,110.5,87.0,92.1,81.3,430,195,396,148,29.4,26,5.1,4.1
Plawecki, Kevin,608700,84,8.7,33.3,110.5,87.1,93.5,83.0,414,154,402,28,33.3,3,3.6,2.5
Maldonado, Martin,455117,319,10.4,26.3,110.4,83.3,91.2,78.0,465,162,407,98,30.7,18,5.6,3.8
Moncada, Yoan,660162,125,12.3,33.6,110.4,88.5,93.6,83.9,417,169,392,44,35.2,12,9.6,5.2
Castro, Starlin,516770,353,6.9,30.6,110.4,87.4,93.3,84.1,452,150,398,129,36.5,16,4.5,3.4
Difo, Wilmer,594694,266,4.8,32.7,110.3,82.7,89.7,78.0,445,142,422,67,25.7,6,2.3,1.6
Santana, Danny,542454,128,3.4,27.3,110.3,84.8,93.8,78.3,437,153,407,41,32.3,6,4.7,3.4
Reddick, Josh,502210,418,17.5,38.5,110.2,87.2,90.8,84.4,422,195,386,130,31.3,16,3.8,3.0
Solarte, Yangervis,500208,409,14.5,31.8,110.2,85.5,89.3,84.5,455,172,393,112,27.5,16,3.9,3.1
Gomes, Yan,543228,244,16.2,29.5,110.2,86.1,92.6,81.1,457,174,391,78,32.0,14,5.7,3.7
Brantley, Michael,488726,292,9.7,33.9,110.2,88.4,91.8,86.8,423,159,401,104,35.7,12,4.1,3.2
Parker, Jarrett,592620,112,10.2,33.9,110.2,86.7,92.3,83.8,441,157,403,34,30.4,12,10.7,6.8
Freese, David,501896,314,3.0,31.2,110.2,89.0,94.0,86.3,449,141,397,134,42.9,20,6.4,4.0
Hoskins, Rhys,656555,126,18.4,39.7,110.2,90.9,94.4,85.9,445,217,400,57,45.2,17,13.5,8.0
Story, Trevor,596115,313,18.8,37.1,110.1,88.9,93.8,83.4,438,208,407,120,38.3,33,10.5,5.9
Ruiz, Carlos,434563,89,11.5,39.3,110.1,87.2,91.6,83.6,419,181,400,33,37.1,5,5.6,3.4
Taylor, Chris,621035,373,11.8,39.9,110.1,86.8,91.2,82.8,443,177,397,124,33.6,29,7.8,5.1
Calhoun, Kole,594777,441,12.1,34.9,110.1,88.2,92.0,85.5,425,176,397,154,35.0,24,5.4,3.7
Rendon, Anthony,543685,432,18.0,35.2,110.1,89.8,92.6,87.3,454,206,402,162,37.9,28,6.5,4.6
Beckham, Tim,542921,368,8.4,34.8,110.1,87.8,94.3,83.3,456,166,402,146,39.8,35,9.5,6.1
Russell, Addison,608365,261,14.7,35.6,110.0,88.1,91.2,85.2,437,188,401,92,35.2,15,5.7,3.9
Smoak, Justin,475253,434,17.0,39.6,110.0,89.7,94.6,83.4,437,205,401,185,42.7,59,13.6,9.3
Arenado, Nolan,571448,507,17.3,37.5,109.9,88.8,93.0,84.2,456,206,409,190,37.5,43,8.5,6.3
Lagares, Juan,501571,199,8.5,27.6,109.9,84.7,92.1,80.5,417,149,403,64,32.2,4,2.0,1.5
Marte, Starling,516782,248,7.6,35.9,109.9,81.8,89.3,76.7,415,147,403,71,29.2,14,5.6,4.1
Longoria, Evan,446334,516,12.7,32.4,109.9,86.7,92.7,82.4,422,170,394,166,32.2,27,5.2,4.0
Nimmo, Brandon,607043,120,9.6,43.3,109.9,88.8,92.7,85.0,421,175,390,45,37.5,8,6.7,3.7
Sandoval, Pablo,467055,209,10.9,28.7,109.9,89.4,93.9,87.6,426,163,398,78,37.5,14,6.7,5.0
Grossman, Robbie,543257,307,11.1,37.1,109.8,85.5,89.9,81.8,422,178,400,82,26.8,9,2.9,2.0
Davis, Chris,448801,265,14.8,40.4,109.8,89.9,95.2,83.5,427,202,395,119,45.1,34,12.8,6.5
Gonzalez, Marwin,503556,361,10.9,29.4,109.8,87.5,93.7,82.1,443,167,386,131,36.3,24,6.6,4.7
Broxton, Keon,542979,241,9.4,38.6,109.8,86.3,92.7,79.2,449,183,403,83,34.4,28,11.6,6.0
Walker, Neil,435522,311,16.5,35.4,109.8,85.6,90.1,81.9,431,182,400,97,31.3,15,4.8,3.3
Hundley, Nick,460026,210,12.6,32.9,109.8,88.2,92.9,84.8,445,176,386,86,41.0,17,8.1,5.6
Choo, Shin-Soo,425783,418,7.2,36.1,109.8,88.0,93.7,83.2,447,168,401,157,37.6,36,8.6,5.7
Frazier, Todd,453943,354,20.3,33.1,109.8,87.5,93.3,83.1,441,197,402,107,30.3,34,9.6,5.9
Simmons, Andrelton,592743,530,7.6,31.3,109.7,85.9,90.9,83.1,438,155,395,151,28.7,13,2.5,2.0
Margot, Manuel,622534,386,10.1,34.7,109.7,84.5,90.0,80.5,424,173,395,111,29.3,10,2.6,1.9
Wong, Kolten,543939,298,8.1,33.6,109.7,85.1,90.1,82.0,425,155,413,85,28.8,9,3.0,2.2
Joyce, Matt,459964,363,15.2,38.3,109.7,88.1,93.2,82.3,438,202,403,125,34.4,32,8.8,5.9
Bird, Greg,595885,107,20.2,31.8,109.6,89.7,95.6,82.8,429,216,390,43,41.0,9,8.4,5.3
Posey, Buster,457763,433,11.6,36.5,109.6,88.7,92.5,84.7,431,177,387,149,34.5,15,3.5,2.6
Castro, Jason,488771,250,12.8,39.6,109.6,86.9,91.2,82.8,433,177,405,80,32.0,17,6.8,4.2
Diaz, Aledmys,649557,246,11.4,30.1,109.6,84.9,89.0,83.6,420,165,392,58,23.8,7,2.8,2.3
Beltran, Carlos,136860,371,13.3,29.1,109.6,87.3,91.5,85.0,438,183,397,114,30.7,17,4.6,3.3
Gordon, Alex,460086,356,13.2,35.1,109.6,85.8,92.5,79.6,433,173,390,110,31.2,16,4.5,3.0
Barnes, Austin,605131,175,9.6,35.4,109.6,88.2,91.8,85.0,424,173,403,64,36.8,10,5.7,3.8
McCutchen, Andrew,457705,457,14.2,33.9,109.5,88.4,93.4,83.6,432,183,393,175,38.7,35,7.7,5.4
Mathis, Jeff,425772,126,11.9,36.5,109.5,86.6,91.1,84.2,445,185,419,30,23.8,2,1.6,1.0
Maxwell, Bruce,622194,159,6.9,34.6,109.5,88.2,93.8,84.4,418,163,396,60,37.7,4,2.5,1.6
Fuentes, Rey,571681,102,8.2,31.4,109.5,81.7,86.7,77.9,424,161,398,24,23.5,3,2.9,2.1
Garcia, Willy,591994,77,9.6,31.2,109.5,87.1,92.3,85.1,418,161,403,24,31.2,3,3.9,2.5
