last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Nelson, Jimmy,519076,472,5.1,32.0,116.1,85.3,90.5,81.6,447,150,409,147,31.1,19,4.0,2.6
Boxberger, Brad,502202,69,14.9,24.6,116.0,85.4,90.7,81.3,482,181,416,22,31.9,5,7.2,4.1
Richard, Clayton,453385,640,1.0,29.4,116.0,86.5,92.9,83.0,447,132,405,212,33.3,28,4.4,3.3
Archer, Chris,502042,538,12.1,34.9,116.0,89.0,92.8,86.0,446,183,393,211,39.4,32,5.9,3.8
Gonzalez, Miguel,456068,523,16.6,34.6,116.0,87.7,92.2,83.4,439,198,400,185,35.4,35,6.7,5.1
Wilson, Tyler,592869,56,9.4,41.1,115.9,91.3,93.2,90.0,413,186,394,24,42.9,4,7.1,5.7
Fulmer, Michael,605242,514,8.8,32.9,115.8,85.6,91.9,81.3,444,157,401,150,29.4,25,4.9,3.7
Middleton, Keynan,641871,165,15.7,43.6,115.8,88.1,92.8,82.9,447,200,412,61,37.0,15,9.1,6.1
Thompson, Jake,622097,148,13.2,29.1,115.7,87.0,92.0,84.1,443,169,416,51,34.5,12,8.1,5.7
McCarthy, Brandon,435221,282,12.3,32.3,115.7,84.3,88.5,82.5,394,164,385,60,21.3,4,1.4,1.0
Mitchell, Bryan,571951,122,5.0,36.1,115.7,88.8,91.2,87.9,459,139,431,44,36.1,4,3.3,2.6
Garcia, Jaime,448802,479,4.6,32.2,115.6,86.7,93.9,82.6,444,145,400,177,37.0,26,5.4,3.9
Carrasco, Carlos,471911,516,9.2,34.3,115.6,87.0,92.9,82.8,443,168,402,177,34.6,38,7.4,4.8
Wisler, Matt,605538,116,13.9,41.4,115.6,87.4,94.3,78.1,427,215,388,47,40.9,12,10.3,7.8
Gray, Sonny,543243,465,4.8,29.5,115.5,86.7,93.2,82.2,456,146,410,177,38.1,29,6.2,4.3
Covey, Dylan,592229,233,8.7,31.3,115.5,89.3,94.5,85.8,466,176,398,93,39.9,19,8.2,6.1
Gray, Jon,592351,317,7.3,34.1,115.5,85.3,90.1,81.9,449,154,414,100,31.7,13,4.1,2.8
Taylor, Ben,664701,53,21.8,37.7,115.5,95.0,96.7,92.3,453,235,425,24,45.3,6,11.3,7.5
Dickey, R.A.,285079,602,8.9,31.7,115.5,85.5,91.2,82.1,477,161,402,171,29.2,28,4.7,3.4
Boyd, Matthew,571510,439,14.8,34.6,115.5,85.7,91.9,81.6,493,185,408,130,29.8,26,5.9,4.3
Gibson, Kyle,502043,506,6.3,33.6,115.4,88.2,92.1,85.6,481,158,402,189,37.4,35,6.9,5.1
Nola, Aaron,605400,458,8.8,33.4,115.3,85.5,91.1,81.4,445,162,396,141,30.8,23,5.0,3.3
Garza, Matt,490063,379,13.1,33.0,115.3,85.0,90.6,80.6,437,174,389,120,31.7,18,4.7,3.6
Miley, Wade,489119,489,6.6,33.9,115.3,86.9,93.3,82.6,447,154,406,175,35.8,31,6.3,4.3
Bundy, Dylan,605164,488,19.2,34.2,115.2,88.2,92.7,83.5,456,204,400,177,36.3,38,7.8,5.4
Perez, Martin,527048,627,9.4,35.9,115.2,86.6,91.5,83.6,470,161,408,202,32.2,34,5.4,4.2
Okert, Steven,595345,82,14.3,43.9,115.2,87.5,91.3,82.3,450,223,422,26,32.1,7,8.5,5.9
Petricka, Jake,502593,89,7.1,36.0,115.2,89.1,95.1,84.3,418,169,396,32,36.0,5,5.6,4.1
Eickhoff, Jerad,595191,400,14.2,33.8,115.1,87.9,92.9,82.9,446,183,410,137,34.3,25,6.3,4.3
Wright, Mike,605541,71,11.3,33.8,115.1,88.8,94.7,85.2,418,169,404,28,39.4,6,8.5,5.5
Velasquez, Vince,592826,210,12.2,35.7,115.1,88.7,94.2,84.5,442,183,399,86,41.1,16,7.6,5.1
Reed, Addison,592665,214,15.4,36.0,115.1,87.4,91.8,84.0,470,182,416,78,36.4,15,7.0,4.9
Ross, Joe,605452,233,11.8,38.6,115.0,86.2,93.5,79.2,438,187,401,84,36.7,17,7.3,5.3
Cotton, Jharel,605194,402,16.5,31.6,115.0,85.8,92.1,81.7,450,187,406,125,31.2,24,6.0,4.2
Pineda, Michael,501381,295,5.9,31.2,115.0,86.7,93.4,82.6,445,162,398,97,33.0,18,6.1,4.4
McCullers Jr., Lance,621121,329,0.3,30.4,114.9,86.5,92.5,83.8,437,134,404,107,32.8,15,4.6,2.9
Norris, Daniel,596057,326,13.5,35.6,114.9,88.6,93.8,84.1,451,191,412,123,37.7,25,7.7,5.4
Petit, Yusmeiro,433589,234,21.5,31.6,114.9,86.7,92.0,83.4,432,188,403,79,33.9,13,5.6,3.7
Freeland, Kyle,607536,510,3.3,29.2,114.8,84.5,92.8,79.9,449,148,376,169,33.3,22,4.3,3.2
Neverauskas, Dovydas,596720,79,7.5,29.1,114.8,86.0,90.2,83.3,412,175,397,25,32.1,6,7.6,5.7
Greinke, Zack,425844,541,9.0,31.8,114.8,86.5,93.8,80.8,453,171,404,165,30.6,40,7.4,5.0
Garrett, Amir,607237,216,12.5,29.2,114.7,89.1,94.4,84.3,450,183,390,85,39.4,16,7.4,5.0
Diaz, Miguel,622766,131,11.9,36.6,114.7,86.6,94.2,79.4,449,190,402,41,31.3,13,9.9,6.8
Pelfrey, Mike,460059,395,8.4,29.9,114.7,87.7,92.1,85.2,454,158,409,146,37.0,30,7.6,5.5
McFarland, T.J.,519008,193,-4.7,25.4,114.7,85.7,93.6,82.2,429,116,406,60,31.1,4,2.1,1.7
Colon, Bartolo,112526,523,12.1,34.0,114.7,87.8,93.2,83.2,439,178,400,195,37.4,38,7.3,5.9
Adleman, Tim,534947,366,17.1,35.5,114.6,86.8,93.4,79.1,448,207,405,118,32.3,29,7.9,5.5
Duffy, Danny,518633,434,14.9,32.0,114.6,86.0,90.9,82.5,430,184,403,130,30.0,23,5.3,3.8
Minor, Mike,501985,196,15.7,28.6,114.6,84.7,90.9,81.3,444,171,416,59,30.3,5,2.6,1.6
Baez, Pedro,520980,185,17.6,38.9,114.6,86.8,92.0,82.1,419,197,393,54,29.2,12,6.5,4.3
Miranda, Ariel,664641,473,19.5,32.8,114.6,87.0,92.5,81.9,464,207,399,161,34.0,45,9.5,6.6
Keuchel, Dallas,572971,409,-1.5,23.7,114.6,84.5,92.8,81.3,431,115,399,132,32.6,21,5.1,3.6
Pruitt, Austin,643493,278,9.9,32.7,114.6,88.1,92.9,83.9,455,167,395,91,32.7,20,7.2,5.4
Melancon, Mark,453343,94,5.4,29.8,114.5,84.8,89.0,82.2,424,138,373,28,29.8,3,3.2,2.3
Nicolino, Justin,592593,182,5.8,38.5,114.5,87.3,93.7,81.4,445,165,405,60,33.0,9,4.9,3.9
Hammel, Jason,434628,602,15.5,35.5,114.5,88.0,91.5,85.3,450,195,407,192,32.1,45,7.5,5.6
Williams, Trevor,592866,463,8.6,33.7,114.5,85.0,91.9,80.0,444,162,393,136,29.4,24,5.2,3.7
Pomeranz, Drew,519141,493,12.2,32.9,114.4,87.2,92.0,84.4,449,166,404,174,35.7,33,6.7,4.5
Barbato, Johnny,592127,87,15.1,28.7,114.4,86.9,89.0,85.3,426,180,409,28,32.2,4,4.6,3.1
Dunn, Mike,445197,135,17.7,34.1,114.4,86.3,90.8,81.9,443,206,404,38,28.1,8,5.9,3.6
Pivetta, Nick,601713,383,12.2,36.6,114.4,87.6,91.9,84.4,450,175,401,140,36.7,28,7.3,4.8
Asher, Alec,594742,188,15.7,37.8,114.4,86.3,91.8,81.4,442,185,409,52,27.7,12,6.4,4.5
Porcello, Rick,519144,650,14.0,36.5,114.3,87.9,92.6,84.0,465,186,398,228,35.2,52,8.0,5.9
Pinto, Ricardo,620982,103,8.6,36.9,114.3,84.9,91.6,78.1,433,169,398,29,28.2,8,7.8,5.4
Shreve, Chasen,592741,115,17.2,30.4,114.3,88.0,95.3,81.7,414,182,394,46,40.0,10,8.7,5.1
Wilhelmsen, Tom,452666,83,8.0,33.7,114.2,87.9,93.6,82.8,454,181,437,28,33.7,9,10.8,8.0
Ramos, Edubray,591693,153,13.0,35.9,114.2,88.2,92.7,84.4,438,176,397,53,35.3,8,5.2,3.1
Bleier, Richard,542947,222,-1.8,18.0,114.2,86.5,91.4,85.2,464,114,400,78,35.5,6,2.7,2.3
Holmberg, David,571787,199,11.9,35.2,114.2,86.6,92.8,81.2,436,182,402,72,36.2,18,9.0,6.6
Harvey, Matt,518774,311,9.1,34.4,114.2,86.1,93.9,78.9,467,177,405,106,34.4,21,6.8,4.9
Lamet, Dinelson,659275,286,14.1,35.7,114.2,87.3,93.5,80.4,453,197,404,98,36.0,22,7.7,4.5
Cueto, Johnny,456501,451,13.8,39.7,114.2,86.9,91.7,82.5,470,184,407,149,33.3,33,7.3,5.1
Wilson, Justin,458677,132,19.2,31.8,114.2,86.6,89.3,86.8,405,177,379,36,27.3,6,4.5,2.4
Santiago, Hector,502327,224,21.8,33.5,114.2,90.2,93.7,88.7,437,207,396,86,38.4,26,11.6,8.4
Sims, Lucas,608371,184,13.4,34.8,114.1,84.9,90.7,79.3,416,171,389,55,29.9,9,4.9,3.5
Montgomery, Mike,543557,377,3.0,30.5,114.1,85.1,90.7,81.9,423,146,389,106,28.1,12,3.2,2.2
Chavez, Jesse,445926,420,11.9,38.3,114.1,88.8,93.9,83.2,460,189,402,169,40.3,37,8.8,6.3
Holland, Derek,502706,438,13.8,37.9,114.1,88.2,93.9,82.0,483,195,407,173,39.5,36,8.2,5.8
Andriese, Matt,542882,266,12.6,32.7,114.1,89.2,95.1,85.1,451,174,398,102,38.6,18,6.8,4.8
Kershaw, Clayton,477132,446,9.4,30.5,114.1,84.6,91.8,79.4,443,167,408,116,26.9,28,6.3,4.1
Smith, Josh A.,595001,111,11.2,35.1,114.1,87.9,92.9,84.2,410,161,401,39,35.1,8,7.2,5.3
Hernandez, Felix,433587,257,9.0,37.7,114.1,86.6,94.0,80.0,449,177,408,87,33.9,25,9.7,6.8
Stephens, Jackson,623451,70,20.0,32.9,114.1,86.4,90.6,84.2,442,198,406,20,28.6,6,8.6,5.9
Chatwood, Tyler,543022,430,0.4,31.2,114.1,85.4,92.7,81.2,457,141,405,138,32.1,24,5.6,3.8
Garton, Ryan,623439,68,11.9,30.9,114.1,86.2,92.0,80.7,430,179,399,26,38.2,3,4.4,3.3
Lackey, John,407793,516,13.0,34.1,114.0,87.5,92.1,83.4,469,184,401,178,34.7,34,6.6,4.7
Nolasco, Ricky,445060,582,13.7,36.6,114.0,89.2,93.4,85.5,450,187,404,228,39.2,49,8.4,6.2
Bibens-Dirkx, Austin,502212,238,14.3,35.7,114.0,87.1,92.5,81.9,459,182,418,81,34.0,21,8.8,7.0
Gossett, Daniel,605254,311,10.5,38.3,114.0,87.3,92.6,82.6,440,173,399,96,30.9,24,7.7,5.8
Hoffman, Jeff,656546,314,10.5,31.8,114.0,87.0,92.2,82.2,463,177,423,112,35.7,24,7.6,5.5
Iglesias, Raisel,628452,186,12.1,34.4,114.0,85.9,89.9,81.9,465,163,409,49,26.3,7,3.8,2.3
Leake, Mike,502190,606,5.7,32.2,114.0,87.3,93.7,82.8,466,151,414,214,36.2,32,5.3,4.1
Ryu, Hyun-Jin,547943,376,9.1,36.4,113.9,86.7,92.2,82.1,454,169,404,118,31.6,26,6.9,4.8
Straily, Dan,573185,534,17.5,32.8,113.9,86.2,92.1,80.1,449,189,399,155,29.2,38,7.1,4.9
Nicasio, Juan,504379,196,10.8,32.7,113.9,86.9,92.1,83.6,407,167,394,64,33.3,9,4.6,3.1
Roark, Tanner,543699,540,9.2,34.8,113.9,86.2,90.8,82.6,433,163,401,177,32.8,29,5.4,3.7
Barnes, Jacob,606930,188,5.7,30.3,113.9,85.4,92.0,80.8,444,144,388,56,29.8,8,4.3,2.6
Shoemaker, Matt,533167,224,15.0,36.2,113.9,88.6,93.8,82.5,441,204,404,77,34.4,21,9.4,6.4
Worley, Vance,474699,247,7.7,34.4,113.8,87.7,92.6,84.1,459,164,415,89,36.0,12,4.9,3.6
Tomlin, Josh,458708,458,13.3,39.3,113.8,87.8,92.9,83.3,437,184,398,166,36.6,32,7.0,5.5
Cole, A.J.,595918,155,12.6,32.9,113.8,86.2,92.4,80.8,438,183,402,53,34.2,8,5.2,3.5
Cahill, Trevor,502239,246,3.2,29.7,113.8,85.9,92.9,81.8,433,144,392,71,29.0,16,6.5,4.2
Quintana, Jose,500779,512,11.3,36.3,113.8,87.0,92.7,82.7,444,180,396,182,35.5,30,5.9,3.8
Montgomery, Jordan,656756,453,13.3,31.8,113.8,86.7,91.0,83.2,454,178,391,144,31.8,28,6.2,4.3
Therrien, Jesen,592279,68,8.5,39.7,113.8,86.9,92.8,81.8,390,158,367,26,38.2,5,7.4,5.8
Martinez, Carlos,593372,561,7.2,30.8,113.7,86.4,92.0,82.7,458,152,390,184,32.9,28,5.0,3.3
Lyons, Tyler,544928,125,14.1,38.4,113.7,85.8,92.8,81.1,437,173,418,31,24.8,7,5.6,3.2
Corbin, Patrick,571578,584,7.4,30.1,113.7,87.3,92.5,84.3,440,153,403,206,35.3,39,6.7,4.7
Goody, Nick,580792,126,21.3,36.5,113.7,87.8,93.8,82.4,455,200,416,40,32.0,9,7.1,4.1
Cingrani, Tony,571561,111,14.9,29.7,113.7,87.4,91.7,84.4,428,179,382,32,28.8,7,6.3,4.0
Moore, Andrew,621058,203,21.9,34.0,113.7,90.3,93.4,88.5,432,206,391,83,40.9,14,6.9,5.8
Flexen, Chris,623167,160,9.9,35.0,113.7,85.1,91.3,79.1,457,178,401,48,30.0,10,6.3,4.3
Anderson, Tyler,542881,253,9.4,33.6,113.7,84.5,92.5,76.9,481,171,420,76,30.2,19,7.5,5.2
Norris, Bud,502032,163,11.3,34.4,113.7,88.5,92.5,85.4,438,163,395,52,31.9,8,4.9,3.0
Kela, Keone,605309,82,25.3,31.7,113.7,86.2,91.9,84.7,438,200,390,22,26.8,6,7.3,4.0
Torres, Carlos,448614,230,8.9,34.3,113.6,83.9,90.1,79.0,430,161,401,63,27.5,13,5.7,4.0
Bonilla, Lisalverto,570810,120,9.3,35.0,113.6,84.6,93.0,76.6,439,175,391,39,32.5,8,6.7,4.7
Verlander, Justin,434378,554,16.3,37.4,113.6,87.3,92.6,82.1,459,195,397,195,35.2,40,7.2,4.7
Rodriguez, Eduardo,593958,377,16.4,35.5,113.6,86.0,91.7,80.6,434,191,392,116,30.8,29,7.7,5.0
deGrom, Jacob,594798,527,10.1,32.1,113.6,85.5,90.8,81.9,462,163,400,151,28.7,31,5.9,3.7
Hendriks, Liam,521230,172,12.4,34.9,113.6,88.8,93.5,85.0,433,195,402,66,38.4,12,7.0,4.4
Cishek, Steve,518553,116,2.8,28.4,113.6,83.3,91.2,78.6,396,137,388,24,20.7,4,3.4,2.3
Alvarado, Jose,621237,85,4.7,31.8,113.6,84.5,93.0,78.6,414,149,398,26,30.6,3,3.5,2.4
Meyer, Alex,543542,171,9.5,34.5,113.6,86.3,93.1,80.9,417,172,392,51,30.0,10,5.8,3.4
Hatcher, Chris,501822,173,16.7,38.2,113.6,87.2,92.7,80.9,422,207,389,59,34.3,8,4.6,3.1
Estrada, Marco,462136,556,21.3,30.8,113.6,86.6,92.3,81.6,469,197,401,168,30.2,39,7.0,4.8
Treinen, Blake,595014,221,2.3,28.5,113.6,86.4,92.0,84.5,427,134,403,78,35.3,8,3.6,2.5
Farmer, Buck,571656,146,19.6,31.5,113.6,88.6,91.4,85.8,417,203,384,51,34.9,9,6.2,4.1
Johnson, Brian,598271,92,17.2,39.1,113.5,86.8,90.9,82.3,449,201,405,31,33.7,11,12.0,9.1
Mejia, Adalberto,606167,309,12.7,38.2,113.5,87.3,91.3,83.5,462,183,412,101,33.0,20,6.5,4.5
Godley, Zack,643327,404,3.1,28.7,113.5,86.2,93.3,82.3,461,150,412,156,38.7,26,6.4,4.1
Strasburg, Stephen,544931,442,10.3,29.6,113.5,86.8,92.3,82.8,461,167,405,138,32.1,27,6.1,3.9
Kahnle, Tommy,592454,141,14.9,34.0,113.5,88.3,91.5,86.1,453,189,404,50,35.5,5,3.5,2.0
Shipley, Braden,640463,87,13.5,33.3,113.5,88.6,93.8,83.4,413,185,401,31,35.6,7,8.0,5.7
Casilla, Santiago,433586,174,13.3,31.0,113.4,88.5,92.5,85.2,416,181,382,62,35.6,10,5.7,3.9
Wilk, Adam,573244,57,10.4,40.4,113.4,88.0,96.0,79.8,468,207,406,21,36.8,8,14.0,10.8
Kennedy, Ian,453178,458,17.6,35.8,113.3,89.3,94.0,84.4,454,208,401,163,35.8,51,11.1,7.8
Collmenter, Josh,518567,63,15.4,39.7,113.3,85.4,91.6,76.9,421,215,406,16,27.1,9,14.3,10.3
Young, Chris,432934,111,16.3,34.2,113.3,85.8,93.8,79.6,430,183,401,34,30.6,7,6.3,4.7
Feldman, Scott,444857,338,9.5,37.6,113.3,84.2,89.7,79.1,467,173,399,94,27.9,27,8.0,5.7
Gohara, Luiz,627894,84,14.7,36.9,113.3,88.7,94.9,81.3,423,188,408,35,41.7,6,7.1,4.9
Gallardo, Yovani,451596,422,11.7,34.1,113.3,87.4,93.4,83.7,450,169,395,148,35.1,30,7.1,5.2
Clevinger, Mike,605182,301,13.6,37.2,113.2,86.9,92.5,81.9,448,182,407,102,33.9,20,6.6,4.0
Grace, Matt,594840,163,-1.1,28.8,113.2,84.5,92.1,80.6,442,135,429,47,28.8,8,4.9,3.7
Smith, Chris,434672,196,15.0,35.7,113.2,88.1,93.5,82.7,465,199,411,70,35.7,23,11.7,9.2
Fister, Doug,450729,268,6.5,29.9,113.2,85.9,93.4,81.0,424,144,400,93,34.7,13,4.9,3.3
Wainwright, Adam,425794,400,7.8,35.0,113.2,86.0,90.5,82.5,430,157,387,133,33.5,17,4.3,3.1
Saupold, Warwick,599683,199,13.2,35.2,113.2,87.4,91.5,84.3,436,176,395,62,31.3,13,6.5,4.6
Marquez, German,608566,496,8.4,31.3,113.2,88.0,92.5,84.6,462,173,410,178,36.0,35,7.1,5.0
Martinez, Nick,607259,381,13.5,35.7,113.2,86.6,92.5,81.2,438,183,395,114,30.2,31,8.1,6.5
Hernandez, David,456696,152,13.2,29.6,113.2,88.5,92.8,85.6,478,177,415,57,37.5,7,4.6,3.3
Smoker, Josh,519294,164,11.2,34.1,113.1,86.1,92.9,81.0,447,174,406,50,30.5,11,6.7,4.1
Bedrosian, Cam,592135,120,13.4,30.8,113.1,89.5,92.4,87.9,410,174,390,48,40.0,7,5.8,3.7
Gregerson, Luke,502381,173,7.6,32.9,113.1,86.4,92.9,80.8,437,167,391,63,36.6,15,8.7,5.7
Knebel, Corey,608349,141,15.5,29.8,113.1,86.4,91.1,84.9,429,174,402,46,32.6,8,5.7,2.6
Snell, Blake,605483,368,12.2,30.7,113.1,85.4,90.8,81.9,468,166,399,110,30.0,16,4.3,2.9
Kelly, Joe,523260,158,6.5,32.3,113.0,89.1,92.6,87.2,435,155,420,58,36.7,7,4.4,2.9
McHugh, Collin,543521,183,17.5,41.5,113.0,87.5,90.8,84.0,442,197,400,62,33.9,10,5.5,3.7
Wheeler, Zack,554430,261,8.4,36.8,113.0,87.0,92.7,82.1,462,166,408,93,35.6,22,8.4,5.7
Hamels, Cole,430935,445,10.3,32.1,113.0,87.6,93.1,83.2,426,170,399,160,36.0,24,5.4,3.9
Alexander, Scott,518397,196,-4.6,24.0,113.0,86.4,95.4,83.4,465,106,441,69,35.2,6,3.1,2.1
Suter, Brent,608718,253,10.9,35.6,113.0,83.8,88.2,80.6,415,154,394,62,24.5,11,4.3,3.2
Jimenez, Ubaldo,434622,446,11.7,35.7,113.0,88.7,94.1,85.4,443,176,399,176,39.5,35,7.8,5.4
Ramirez, JC,500724,460,7.1,28.0,113.0,87.1,92.5,84.2,436,159,406,153,33.3,30,6.5,4.8
Allen, Cody,592102,167,18.4,37.1,113.0,85.6,92.1,77.1,444,203,400,48,28.9,12,7.2,4.3
Jackson, Luke,592426,168,10.4,35.7,113.0,88.8,94.5,84.9,441,179,412,65,40.9,11,6.5,4.9
Pazos, James,572021,146,5.9,32.9,113.0,86.9,91.1,84.2,426,149,394,50,34.5,6,4.1,2.5
Ynoa, Michael,573589,91,15.9,41.8,113.0,87.7,91.8,82.0,403,208,373,29,31.9,7,7.7,5.0
Strickland, Hunter,519326,179,18.2,34.1,112.9,87.1,91.0,84.0,413,180,395,53,29.8,14,7.8,5.2
Brady, Michael,572728,101,17.8,32.7,112.9,87.1,92.7,81.1,427,197,400,30,29.7,7,6.9,5.1
Junis, Jakob,596001,308,14.5,36.4,112.9,88.9,94.6,83.8,434,186,410,116,38.0,20,6.5,4.7
Salazar, Danny,517593,247,12.2,36.8,112.9,88.1,92.8,82.6,458,187,403,78,31.7,19,7.7,4.3
Pagan, Emilio,641941,131,24.9,29.8,112.9,88.6,91.7,83.8,420,211,383,40,30.5,7,5.3,3.6
Shields, James,448306,357,15.1,35.9,112.9,87.6,92.5,82.6,428,190,396,132,37.3,31,8.7,6.0
Breslow, Craig,444520,120,12.1,37.5,112.9,89.0,94.1,84.9,427,190,411,46,38.3,8,6.7,5.0
Rusin, Chris,543734,247,2.2,27.1,112.8,84.6,89.9,81.9,455,132,417,67,27.1,10,4.0,2.9
Barrett, Jake,545332,80,10.4,43.8,112.8,87.8,94.5,81.8,463,185,412,28,35.0,11,13.8,9.1
Ottavino, Adam,493603,137,12.7,32.8,112.8,85.4,90.0,80.9,439,184,406,44,32.1,9,6.6,3.7
Perdomo, Luis,606131,525,0.4,26.7,112.8,87.3,92.9,84.6,461,132,423,189,36.2,26,5.0,3.6
Morton, Charlie,450203,390,6.7,32.6,112.8,85.0,91.3,80.4,427,150,378,115,29.6,18,4.6,2.9
Peters, Dillon,596071,91,1.2,25.3,112.8,89.1,91.8,88.2,427,114,414,37,40.7,6,6.6,4.3
Foltynewicz, Mike,592314,480,12.1,33.5,112.8,87.2,92.4,81.6,455,180,408,157,32.7,27,5.6,3.9
Boshers, Buddy,542953,113,9.5,32.7,112.8,86.8,92.7,82.9,431,171,410,38,33.6,9,8.0,5.9
Chacin, Jhoulys,468504,526,9.0,29.1,112.8,85.4,91.2,81.5,438,158,399,148,28.2,30,5.7,3.9
Dyson, Sam,473879,193,0.1,25.9,112.8,85.8,96.0,81.8,430,128,394,58,30.1,8,4.1,3.1
Triggs, Andrew,592811,210,8.2,29.5,112.8,88.5,92.5,85.9,453,168,404,71,33.8,12,5.7,4.2
Tepera, Ryan,572193,199,14.3,32.7,112.7,84.6,90.7,79.8,411,172,397,58,29.1,11,5.5,3.4
Ray, Robbie,592662,371,13.6,31.5,112.7,89.1,92.9,87.3,448,176,399,152,41.0,23,6.2,3.5
Fiers, Mike,571666,449,12.3,33.2,112.7,85.8,91.4,81.0,452,178,406,147,32.8,36,8.0,5.4
O'Grady, Chris,622217,96,15.9,38.5,112.7,87.2,93.5,81.9,430,195,403,33,34.4,10,10.4,6.9
Sale, Chris,519242,492,14.4,35.8,112.7,86.2,91.9,80.5,440,185,402,148,30.1,30,6.1,3.5
Anderson, Brett,474463,192,4.3,40.1,112.7,88.1,94.5,83.1,428,159,381,71,37.0,10,5.2,4.0
Freeman, Sam,518693,165,6.3,26.1,112.7,84.6,89.2,82.4,424,134,394,46,27.9,3,1.8,1.2
