last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Fedde, Erick,607200,52,0.1,28.8,112.7,84.6,93.0,80.2,441,133,398,18,34.6,4,7.7,5.3
De Jong, Chase,608328,99,20.1,29.3,112.7,87.6,93.9,79.8,443,200,401,33,33.3,4,4.0,3.2
Volquez, Edinson,450172,260,7.6,31.5,112.7,85.5,93.8,78.7,442,170,418,85,32.7,14,5.4,3.5
LeBlanc, Wade,453281,211,10.8,33.2,112.6,85.7,90.8,82.1,440,176,414,67,31.8,13,6.2,4.6
Sipp, Tony,448609,109,11.0,29.4,112.6,84.9,91.1,80.6,433,178,397,37,33.9,10,9.2,6.1
Rogers, Taylor,573124,164,8.6,36.6,112.6,86.9,92.1,83.4,459,165,415,58,35.4,11,6.7,4.6
Belisle, Matt,279571,169,13.7,32.5,112.6,84.3,89.5,79.8,435,172,397,46,27.2,9,5.3,3.6
Peacock, Brad,502748,325,12.6,30.8,112.6,85.5,91.7,80.7,446,168,399,82,25.2,17,5.2,3.1
Pressly, Ryan,519151,169,7.4,30.8,112.6,87.5,93.2,83.0,473,165,396,62,36.7,11,6.5,4.4
Hellickson, Jeremy,476451,544,16.6,35.7,112.5,86.7,92.1,81.2,433,200,392,186,34.4,35,6.4,5.0
Butler, Eddie,572750,177,9.8,35.6,112.5,86.2,94.2,80.2,447,171,423,58,32.8,11,6.2,4.6
Strahm, Matt,621381,92,13.8,30.4,112.5,85.0,90.3,81.4,421,186,395,29,31.5,6,6.5,3.9
Espino, Paolo,502179,76,13.9,31.6,112.5,85.5,92.2,80.8,461,184,416,23,30.3,10,13.2,9.2
Wood, Alex,622072,419,6.8,30.8,112.5,84.9,92.3,80.6,443,151,401,115,27.4,21,5.0,3.4
Diaz, Edwin,621242,154,17.8,27.3,112.5,86.6,92.6,82.0,412,177,385,52,33.8,7,4.5,2.5
Swarzak, Anthony,461872,188,15.0,25.0,112.5,87.2,90.5,85.1,449,166,412,56,29.8,8,4.3,2.6
Vizcaino, Arodys,527055,148,14.9,33.1,112.5,88.0,92.0,84.8,458,192,394,48,32.9,9,6.1,3.8
Griffin, A.J.,456167,243,23.4,32.9,112.5,86.5,92.1,81.9,439,205,397,76,31.3,22,9.1,6.5
Zimmermann, Jordan,519455,559,16.6,37.4,112.4,88.7,92.8,84.4,445,200,400,197,35.4,43,7.7,6.0
Nova, Ivan,467100,611,8.3,35.7,112.4,87.9,93.3,83.4,453,175,400,216,36.5,41,6.7,5.2
Senzatela, Antonio,622608,411,6.7,32.8,112.4,86.9,93.0,83.1,446,163,402,142,34.5,22,5.4,3.9
Castro, Miguel,612434,206,7.5,27.7,112.4,85.1,91.1,81.0,445,152,410,60,29.1,8,3.9,2.9
Castillo, Luis,622491,226,5.4,24.3,112.4,84.9,92.4,81.4,454,141,398,68,30.1,8,3.5,2.2
Cain, Matt,430912,441,11.3,35.1,112.4,87.7,92.3,83.9,436,173,400,159,36.1,27,6.1,4.8
Liriano, Francisco,434538,297,10.9,33.7,112.4,87.1,90.9,84.3,435,171,402,101,34.1,18,6.1,4.1
O'Day, Darren,503285,137,12.5,30.7,112.3,86.3,92.8,82.6,447,164,408,44,32.1,10,7.3,4.2
Wojciechowski, Asher,592879,190,21.9,32.6,112.3,86.3,93.4,78.7,435,200,400,62,32.8,15,7.9,5.4
Jennings, Dan,543359,183,2.2,26.2,112.3,84.1,92.1,80.5,460,127,407,56,30.6,10,5.5,3.7
Despaigne, Odrisamer,628333,196,10.9,37.8,112.3,84.1,89.8,79.1,412,180,405,55,28.1,9,4.6,3.5
Heaney, Andrew,571760,65,15.9,44.6,112.3,90.2,96.8,83.0,425,225,400,30,46.2,12,18.5,11.9
Beck, Chris,571476,214,14.0,35.0,112.3,88.6,93.6,85.1,450,184,400,77,36.2,16,7.5,5.4
Arrieta, Jake,453562,479,10.5,31.3,112.3,87.3,91.4,83.9,429,170,402,158,33.1,27,5.6,3.8
Smith, Joe,501925,132,6.4,28.8,112.3,85.5,89.9,82.5,424,149,401,42,31.8,7,5.3,3.3
Feliz, Michael,593140,126,15.1,47.6,112.3,88.1,91.9,85.2,425,203,386,52,41.3,10,7.9,4.6
Dayton, Grant,594795,70,22.2,22.9,112.3,87.7,93.0,83.3,447,213,402,24,34.3,5,7.1,4.9
Rodon, Carlos,607074,187,11.7,33.7,112.2,89.1,93.0,86.0,477,169,401,77,41.2,14,7.5,4.7
Leiter Jr., Mark,643410,273,6.9,33.0,112.2,85.7,91.8,80.8,483,161,394,91,33.5,20,7.3,5.1
Darvish, Yu,506433,493,12.9,35.7,112.2,85.7,91.0,81.4,440,174,396,154,31.4,31,6.3,4.0
Paxton, James,572020,356,12.3,32.0,112.2,86.9,90.1,86.1,430,159,388,111,31.3,10,2.8,1.8
De La Rosa, Jorge,407822,150,11.1,23.3,112.2,84.9,89.7,81.6,428,169,399,42,28.0,6,4.0,2.7
Wood, Blake,502028,214,6.0,30.4,112.2,86.7,90.1,84.7,434,150,407,66,31.0,9,4.2,2.7
VerHagen, Drew,572403,111,9.3,32.4,112.2,88.8,93.9,86.8,437,154,400,43,38.7,10,9.0,6.9
Romo, Sergio,489265,145,16.3,37.2,112.2,85.8,93.0,78.0,456,192,397,39,27.3,11,7.6,4.9
Stephenson, Robert,596112,242,13.1,38.0,112.1,87.8,92.5,83.7,431,185,395,90,37.2,23,9.5,6.0
McGowan, Dustin,430661,237,6.2,30.0,112.1,87.1,93.7,82.1,450,164,413,91,38.4,17,7.2,5.1
Musgrove, Joe,605397,331,9.0,36.6,112.1,85.9,91.5,80.9,457,169,393,107,32.4,20,6.0,4.3
Chafin, Andrew,605177,137,1.6,30.7,112.1,86.0,90.2,83.7,437,142,392,45,33.1,8,5.8,3.6
Kimbrel, Craig,518886,110,18.3,31.8,112.1,91.4,95.5,87.4,443,201,404,50,45.5,13,11.8,5.1
Blackburn, Paul,621112,199,4.9,26.6,112.1,86.9,92.4,83.9,450,134,399,71,35.9,5,2.5,2.1
Hand, Brad,543272,180,11.8,29.4,112.1,85.7,90.2,83.0,451,160,402,48,26.7,9,5.0,2.9
Cecil, Brett,446399,195,10.3,32.8,112.1,84.8,91.7,78.1,408,173,388,56,29.0,6,3.1,2.2
Ynoa, Gabriel,593679,112,15.4,33.0,112.0,88.7,94.9,82.3,424,189,410,47,42.0,12,10.7,8.2
Skoglund, Eric,607215,67,14.7,32.8,112.0,88.8,93.5,86.0,416,190,394,24,35.8,2,3.0,2.2
Sanchez, Aaron,592717,122,7.3,34.4,112.0,87.1,92.3,83.1,419,159,404,44,36.4,8,6.6,4.8
Scherzer, Max,453286,446,18.1,31.6,112.0,85.6,91.1,80.5,455,189,395,129,29.0,25,5.6,3.2
Grilli, Jason,276351,117,18.2,45.3,112.0,86.4,91.6,80.1,468,214,397,38,32.5,10,8.5,5.4
Harris, Will,501789,118,10.7,26.3,112.0,85.0,89.0,83.6,421,159,387,36,30.8,7,5.9,4.0
Gonzales, Marco,594835,141,12.1,35.5,112.0,88.3,92.3,86.7,420,165,394,57,40.4,9,6.4,4.9
Bauer, Trevor,545333,488,9.4,36.3,112.0,89.0,94.0,85.4,439,168,396,188,38.5,38,7.8,5.1
Benoit, Joaquin,276542,144,19.1,32.6,112.0,85.3,90.6,81.0,452,193,408,40,27.8,10,6.9,4.7
Hembree, Heath,592390,182,13.2,35.7,111.9,87.7,93.0,83.4,442,184,393,64,36.0,16,8.8,5.9
Locke, Jeff,502046,111,10.8,34.2,111.9,88.9,91.6,87.0,416,180,395,36,32.4,8,7.2,5.3
Givens, Mychal,571710,197,13.8,33.5,111.9,86.7,92.1,83.5,430,172,392,63,32.3,13,6.6,4.1
Lyles, Jordan,543475,243,6.8,36.2,111.9,87.0,93.1,82.0,451,167,397,90,37.3,16,6.6,4.9
Parker, Blake,453284,151,9.2,33.1,111.9,86.8,92.1,83.2,441,166,400,51,33.8,10,6.6,3.9
Montas, Frankie,593423,93,16.4,40.9,111.9,88.3,93.6,83.4,436,198,402,33,35.9,11,11.8,7.2
Salas, Fernando,477569,185,10.6,27.0,111.9,87.3,92.6,83.0,442,165,404,59,32.4,14,7.6,5.3
Jansen, Kenley,445276,139,17.4,32.4,111.9,83.8,89.7,81.6,433,177,396,32,23.4,6,4.3,2.3
Delgado, Randall,517414,185,10.0,30.3,111.9,86.4,93.0,81.4,403,161,395,65,35.5,14,7.6,5.4
Taillon, Jameson,592791,412,7.9,33.0,111.8,85.2,91.9,80.0,429,158,386,127,31.0,17,4.1,2.9
Dull, Ryan,623430,113,14.2,31.0,111.8,85.9,91.7,81.2,435,175,398,36,32.1,9,8.0,5.1
Yacabonis, Jimmy,642231,68,7.3,30.9,111.8,87.0,93.0,82.7,402,171,380,27,39.7,4,5.9,4.4
Urena, Jose,570632,533,11.9,34.5,111.8,85.4,90.6,80.8,445,176,398,163,30.8,46,8.6,6.4
Iwakuma, Hisashi,547874,98,12.3,32.7,111.7,88.1,94.1,82.2,417,202,390,40,41.7,10,10.2,7.8
Cole, Gerrit,543037,594,10.4,34.2,111.7,85.4,91.3,81.3,451,168,403,199,33.7,45,7.6,5.3
Giles, Ken,571704,142,13.8,31.7,111.7,86.5,91.0,84.6,426,171,401,48,33.8,6,4.2,2.4
Maeda, Kenta,628317,378,13.7,35.2,111.7,85.0,91.0,80.1,423,174,389,105,27.8,19,5.0,3.4
Blach, Ty,621389,575,9.2,32.9,111.7,85.7,91.4,81.9,456,161,402,188,32.8,21,3.7,3.0
Hoyt, James,624586,129,13.1,31.8,111.7,88.9,92.0,87.1,466,178,409,48,37.5,7,5.4,3.3
Altavilla, Dan,656186,130,19.6,36.2,111.7,87.9,92.9,84.0,442,197,397,48,36.9,11,8.5,5.4
Wacha, Michael,608379,485,9.6,32.6,111.7,86.3,91.5,82.4,450,161,399,145,30.1,27,5.6,3.9
Wilson, Alex,543935,200,13.6,35.5,111.6,87.0,93.6,83.1,435,172,399,75,37.7,16,8.0,6.2
Ramirez, Neil,519166,87,21.4,37.9,111.6,86.1,90.7,79.3,433,203,400,24,27.6,7,8.0,4.6
Rodriguez, Francisco,408061,83,20.5,33.7,111.6,88.2,95.0,78.6,432,218,398,28,34.1,10,12.0,8.5
Glasnow, Tyler,607192,203,12.5,33.0,111.6,86.9,91.9,82.5,451,185,407,71,35.0,15,7.4,4.9
Broxton, Jonathan,455009,51,6.6,37.3,111.6,84.0,93.3,73.7,408,180,403,16,31.4,3,5.9,3.8
Hughes, Jared,453172,166,0.1,28.9,111.6,85.9,94.5,82.2,418,128,410,60,36.1,11,6.6,4.5
Alvarez, Jose,501625,146,12.9,35.6,111.6,86.1,91.6,80.5,435,176,408,47,32.2,10,6.8,4.9
Bailey, Homer,456701,303,8.3,38.9,111.6,86.7,91.5,83.1,434,164,392,113,37.3,14,4.6,3.3
Kluber, Corey,446372,471,10.1,34.0,111.6,85.0,89.8,81.4,461,164,414,137,29.2,26,5.5,3.3
Warren, Adam,476589,153,12.9,34.6,111.6,85.3,90.5,79.9,433,172,375,38,24.8,5,3.3,2.2
Coulombe, Danny,543056,154,5.8,28.6,111.5,88.9,93.5,87.0,423,142,408,53,34.4,8,5.2,3.7
Wright, Steven,453214,94,13.4,38.3,111.5,90.2,93.4,87.3,422,193,401,42,44.7,11,11.7,9.6
Eflin, Zach,621107,228,10.9,30.3,111.5,86.9,92.5,82.8,437,180,399,81,35.7,19,8.3,6.8
Torres, Jose,600526,201,14.8,31.3,111.5,88.3,93.6,83.4,433,196,397,79,39.9,14,7.0,4.9
Sanchez, Anibal,434671,345,16.3,37.7,111.5,87.5,92.6,83.2,443,191,398,127,36.8,26,7.5,5.4
Estevez, Carlos,608032,103,10.8,38.8,111.5,88.0,92.9,84.8,404,151,370,39,37.9,5,4.9,3.4
Motte, Jason,435400,116,9.9,29.3,111.5,85.1,89.8,80.9,421,171,405,31,26.7,9,7.8,5.4
Teheran, Julio,527054,582,12.9,30.8,111.5,86.2,91.7,81.6,433,182,397,175,30.2,37,6.4,4.6
Workman, Brandon,519443,113,12.7,31.9,111.5,89.0,92.4,85.7,415,177,396,48,42.5,9,8.0,5.5
Stammen, Craig,489334,225,5.9,32.0,111.5,85.9,92.1,81.0,412,158,393,65,29.5,13,5.8,4.0
Avilan, Luis,501593,119,5.6,36.1,111.5,82.8,86.2,80.0,440,147,427,29,24.6,6,5.0,3.1
Severino, Luis,622663,495,7.9,29.7,111.4,86.9,92.7,83.1,429,151,387,165,33.3,30,6.1,3.8
Maton, Phil,664208,119,9.0,31.1,111.4,87.5,92.4,83.9,426,173,399,41,35.7,9,7.6,5.0
Lawrence, Casey,596271,186,8.6,33.9,111.4,86.5,92.5,82.1,435,166,388,62,33.5,10,5.4,3.8
Berrios, Jose,621244,416,13.8,32.5,111.3,85.2,91.0,80.1,474,180,400,121,29.1,21,5.0,3.4
Bummer, Aaron,607481,58,3.2,22.4,111.3,86.1,90.5,85.9,409,139,390,19,32.8,4,6.9,4.4
Conley, Adam,543045,341,13.4,33.4,111.3,86.5,93.2,81.2,425,182,395,128,37.5,28,8.2,6.0
Hoover, J.J.,543331,116,17.2,38.8,111.3,88.2,91.9,85.2,446,196,412,40,34.5,6,5.2,3.0
Morin, Mike,573046,71,9.0,29.6,111.3,85.3,93.0,79.5,427,159,401,23,32.4,2,2.8,2.2
Hughes, Phil,461833,192,18.9,41.1,111.3,90.5,93.6,86.7,422,220,393,71,37.0,19,9.9,7.8
Devenski, Chris,606965,188,16.4,28.7,111.3,85.2,91.1,81.2,456,178,400,48,25.5,12,6.4,3.8
Busenitz, Alan,641427,89,13.7,32.6,111.3,88.3,92.8,83.7,401,189,374,35,39.3,5,5.6,4.1
Familia, Jeurys,544727,70,1.1,28.6,111.3,82.7,93.6,77.8,397,128,397,20,28.6,1,1.4,0.9
Bumgarner, Madison,518516,326,14.3,31.9,111.3,87.8,93.4,83.4,438,180,408,111,34.3,26,8.0,5.8
Guerra, Junior,448855,200,18.3,35.0,111.3,87.3,92.5,82.4,425,203,395,71,35.5,20,10.0,6.4
Buchter, Ryan,488748,173,22.6,27.2,111.3,84.5,89.9,80.3,425,189,393,51,29.5,6,3.5,2.2
Barnes, Danny,592130,178,21.9,30.9,111.2,87.9,92.3,86.0,438,199,394,55,30.9,10,5.6,3.8
Duffey, Tyler,608648,224,6.5,32.1,111.2,88.4,93.9,83.7,418,171,400,92,41.1,17,7.6,5.5
Bridwell, Parker,592170,385,16.5,35.3,111.2,87.9,93.1,83.7,446,189,404,138,35.9,21,5.5,4.3
Guerra, Deolis,500610,71,19.0,32.4,111.2,87.9,91.7,85.1,425,205,419,21,29.6,9,12.7,8.6
Socolovich, Miguel,462515,67,18.6,40.3,111.2,86.3,92.9,80.8,419,207,405,24,35.8,9,13.4,10.3
Skaggs, Tyler,572140,255,15.0,31.4,111.2,87.2,92.8,85.0,430,171,399,98,38.4,20,7.8,5.5
Woodruff, Brandon,605540,135,9.1,28.9,111.2,82.7,89.1,79.3,406,150,386,39,28.9,4,3.0,2.2
Drake, Oliver,543118,164,6.7,36.6,111.1,86.9,90.8,84.5,430,154,395,57,34.8,9,5.5,3.6
Bowman, Matt,621199,178,6.0,26.4,111.1,84.3,89.5,80.8,458,144,412,51,28.7,7,3.9,2.8
McCarthy, Kevin,641838,156,6.3,32.1,111.1,84.9,91.1,81.3,432,149,411,45,28.8,7,4.5,3.6
Kintzler, Brandon,445213,230,4.7,31.3,111.1,85.0,91.7,81.6,437,136,408,64,27.8,10,4.3,3.5
Davies, Zach,605200,629,6.2,34.2,111.1,85.2,91.7,80.5,427,151,400,193,30.7,25,4.0,3.1
Lester, Jon,452657,519,9.3,34.3,111.1,85.4,90.6,81.4,454,174,396,152,29.3,28,5.4,3.7
Neshek, Pat,450212,160,17.8,33.8,111.1,84.2,89.6,78.8,434,184,404,43,26.9,6,3.8,2.6
Garcia, Jarlin,606424,162,16.1,34.0,111.0,85.1,89.4,81.7,431,168,401,51,31.5,6,3.7,2.7
Armstrong, Shawn,542888,77,16.9,31.2,111.0,86.8,90.1,83.9,426,192,408,25,32.5,5,6.5,4.6
Tonkin, Michael,543859,60,14.7,33.3,111.0,88.1,94.8,86.7,436,192,395,21,35.0,6,10.0,6.2
Ziegler, Brad,446899,163,0.1,28.8,111.0,84.6,93.6,81.4,434,114,434,59,36.4,1,0.6,0.5
Vargas, Jason,450306,559,14.6,34.0,111.0,86.7,91.7,82.6,445,184,406,181,32.5,31,5.5,4.1
Rodriguez, Joely,570257,97,1.4,24.7,111.0,85.1,92.2,81.3,390,132,370,31,32.3,5,5.2,3.7
Alvarez III, Henderson,506693,50,7.1,34.0,111.0,87.5,91.6,83.7,441,164,435,16,32.0,5,10.0,7.5
Cosart, Jarred,543054,78,5.6,28.2,110.9,87.1,92.6,83.0,382,157,,27,34.6,2,2.6,1.8
Uehara, Koji,493157,116,20.9,38.8,110.9,86.6,91.7,80.0,476,211,419,39,33.6,9,7.8,5.1
Peralta, Wily,503449,184,10.9,33.7,110.9,87.0,92.4,82.5,433,170,413,57,31.1,16,8.7,5.9
Leone, Dominic,608678,175,15.0,34.3,110.9,86.4,91.4,81.5,428,182,402,55,31.4,13,7.4,4.7
Lively, Ben,594902,288,15.9,32.6,110.9,84.7,92.1,79.3,449,178,408,78,27.1,17,5.9,4.6
Guerra, Javy,457915,69,10.5,23.2,110.9,86.9,96.1,82.9,394,144,378,29,42.0,4,5.8,4.5
Barraclough, Kyle,607457,170,9.2,30.6,110.9,84.3,89.3,80.0,410,164,390,43,25.4,5,2.9,1.7
Turner, Jacob,545363,131,10.9,40.5,110.9,89.0,94.9,85.6,433,185,409,58,44.3,11,8.4,6.5
Soria, Joakim,465657,147,5.1,29.9,110.9,86.5,90.7,83.9,407,148,402,40,27.2,6,4.1,2.6
Barnette, Tony,501817,171,13.0,36.3,110.9,86.5,92.0,81.3,416,179,390,58,33.9,6,3.5,2.4
Moore, Matt,519043,568,14.7,36.4,110.9,88.5,93.5,84.3,457,189,404,227,40.0,51,9.0,6.5
Krol, Ian,571871,145,13.1,37.9,110.9,86.7,92.8,82.0,433,169,399,47,33.3,9,6.2,4.2
Price, David,456034,213,12.9,33.8,110.9,86.3,90.3,82.8,454,176,404,67,31.6,14,6.6,4.4
Weaver, Jered,450308,152,13.0,35.5,110.9,86.7,94.0,79.7,458,184,401,45,30.0,18,11.8,9.4
Jimenez, Joe,641729,71,16.2,40.8,110.9,88.6,90.3,86.4,410,195,393,30,42.3,7,9.9,7.1
Santana, Ervin,429722,627,15.2,29.8,110.9,85.4,91.5,81.0,444,181,399,189,30.1,37,5.9,4.3
Hahn, Jesse,534910,230,8.7,34.3,110.8,87.7,93.1,83.6,437,174,397,78,33.9,11,4.8,3.5
Gee, Dillon,518716,152,12.3,30.9,110.8,85.9,90.6,82.3,455,175,410,50,32.9,12,7.9,5.7
Marinez, Jhan,501697,184,6.6,31.5,110.8,87.7,93.2,83.7,482,166,414,68,37.0,8,4.3,3.1
Martes, Francis,642564,141,12.8,36.9,110.8,87.9,93.0,84.0,448,171,406,53,37.6,10,7.1,4.0
Koehler, Tom,543408,230,12.2,35.2,110.8,88.0,92.3,84.5,450,184,398,80,34.9,16,7.0,4.8
Gearrin, Cory,518715,179,9.0,28.5,110.8,86.3,91.0,83.4,413,156,358,60,33.5,4,2.2,1.4
Maurer, Brandon,543506,188,13.8,37.2,110.7,87.4,94.0,82.5,448,190,410,59,31.6,15,8.0,5.6
Montero, Rafael,606160,364,8.9,30.8,110.7,83.2,89.8,78.8,448,157,399,92,25.3,15,4.1,2.7
Vincent, Nick,543883,199,18.9,40.2,110.7,84.1,90.9,75.8,430,195,417,53,26.6,9,4.5,3.4
Albers, Matt,458006,149,7.5,28.9,110.7,82.6,89.2,78.4,412,147,384,32,21.9,5,3.4,2.1
Hunter, Tommy,488984,149,11.1,32.9,110.6,84.3,90.0,80.5,427,157,406,38,25.9,5,3.4,2.2
Faria, Jake,607188,236,17.8,34.3,110.6,87.5,93.5,83.6,403,181,380,86,36.4,15,6.4,4.2
Boyer, Blaine,430641,130,15.1,34.6,110.6,86.2,90.4,82.4,420,187,412,41,31.5,8,6.2,4.5
Overton, Dillon,592614,87,14.6,37.9,110.6,90.4,94.4,85.7,439,195,398,35,40.2,11,12.6,10.7
Bergman, Christian,548357,179,13.9,37.4,110.6,88.5,93.8,82.4,450,193,405,65,36.5,15,8.4,6.5
Brault, Steven,643230,123,13.6,30.1,110.6,85.7,90.1,82.9,440,166,413,40,32.5,5,4.1,3.1
Gaviglio, Sam,543208,235,8.2,32.8,110.5,87.4,93.9,82.8,438,162,404,90,38.3,19,8.1,6.1
McAllister, Zach,502083,161,16.5,36.6,110.5,89.3,91.3,87.9,422,192,390,68,42.5,12,7.5,4.8
Schugel, A.J.,519263,95,7.0,30.5,110.5,87.8,93.5,83.5,399,150,387,36,38.7,5,5.3,3.7
Hardy, Blaine,543278,115,16.2,35.7,110.5,89.3,94.3,84.4,428,191,401,52,45.2,10,8.7,6.4
McGee, Jake,459429,154,14.9,27.3,110.5,87.2,91.0,84.5,440,181,405,53,34.4,8,5.2,3.5
Brice, Austin,592169,101,9.0,34.7,110.5,86.3,90.9,82.9,413,155,399,36,36.0,6,5.9,4.4
Matz, Steven,571927,227,8.2,31.3,110.5,87.6,93.9,83.2,434,162,399,86,37.9,15,6.6,5.0
Odorizzi, Jake,543606,413,18.9,35.6,110.5,87.2,91.9,81.8,465,206,399,144,34.9,34,8.2,5.6
Minaya, Juan,573668,109,19.0,36.7,110.5,87.7,91.4,84.1,423,182,395,34,31.2,6,5.5,3.3
Infante, Gregory,500872,155,16.9,37.4,110.5,87.6,92.1,83.2,399,187,355,47,30.5,7,4.5,3.1
Valdez, Cesar,491624,107,7.8,48.6,110.5,90.1,97.2,82.7,441,197,408,47,43.9,9,8.4,6.4
Turley, Nik,543867,66,10.9,43.9,110.5,90.8,97.2,84.3,439,186,416,35,53.0,7,10.6,7.9
Guduan, Reymin,594056,55,6.1,36.4,110.4,89.8,91.1,89.2,420,155,420,24,43.6,3,5.5,3.6
Fields, Josh,451661,147,21.0,34.7,110.4,89.5,92.8,86.6,423,208,387,58,39.5,10,6.8,4.5
Herrera, Kelvin,516969,182,8.3,32.4,110.4,87.9,93.0,83.0,438,175,402,69,38.1,15,8.2,5.8
Castro, Simon,501563,102,18.1,35.3,110.4,90.4,93.4,88.3,456,191,404,42,41.2,8,7.8,5.2
Anderson, Chase,502624,388,13.3,31.7,110.4,84.4,91.4,78.5,441,180,398,101,26.0,17,4.4,3.0
Blanton, Joe,430599,142,18.3,35.2,110.3,86.6,90.6,81.9,424,197,395,45,31.7,5,3.5,2.6
Shaw, Bryan,543766,217,3.4,30.4,110.3,84.5,91.0,81.1,422,131,393,62,28.7,5,2.3,1.6
Green, Chad,643338,131,19.7,38.2,110.3,89.3,93.1,83.1,400,215,385,57,43.8,9,6.9,3.6
Bolsinger, Mike,502211,127,11.3,26.0,110.3,88.3,93.5,87.2,439,161,408,51,40.2,11,8.7,5.6
Gomez, Jeanmar,491646,70,3.9,37.1,110.3,85.2,95.4,77.7,424,172,389,29,41.4,7,10.0,7.0
Clippard, Tyler,461325,159,18.1,34.0,110.3,84.5,91.1,74.9,424,204,385,48,30.2,9,5.7,3.4
Zych, Tony,543964,112,8.6,32.1,110.3,83.9,89.0,80.6,427,141,406,32,28.6,3,2.7,1.7
Tanaka, Masahiro,547888,509,8.4,34.6,110.3,87.7,93.6,83.6,453,171,405,183,36.0,44,8.6,5.9
Oberg, Scott,623184,184,5.0,26.6,110.3,87.6,91.9,85.7,423,140,398,66,35.9,4,2.2,1.5
Osuna, Roberto,532077,153,11.0,32.7,110.2,85.7,91.5,81.6,412,150,398,48,31.6,5,3.3,2.0
Crichton, Stefan,592233,50,12.4,42.0,110.2,93.3,95.3,91.4,392,177,377,26,52.0,6,12.0,9.7
Feliz, Neftali,491703,135,17.1,34.8,110.2,86.6,92.4,80.9,436,196,404,46,34.1,10,7.4,5.1
Stripling, Ross,548389,211,9.2,30.8,110.1,85.6,90.5,82.0,429,153,405,59,28.1,11,5.2,3.6
Phelps, David,475479,149,7.1,36.9,110.1,86.9,91.4,83.2,430,176,413,48,32.2,8,5.4,3.4
Garcia, Luis,472610,209,2.9,27.8,110.1,85.7,93.7,82.2,399,137,391,69,33.0,8,3.8,2.7
Edwards Jr., Carl,605218,125,11.8,29.6,110.1,82.3,88.3,76.8,416,165,400,31,25.0,5,4.0,1.9
Edgin, Josh,572831,116,10.6,29.3,110.1,85.4,90.9,81.8,416,162,391,31,27.0,4,3.4,2.4
Dermody, Matt,571616,73,18.1,38.4,110.1,85.6,90.3,81.0,424,203,375,18,24.7,6,8.2,6.3
Arroyo, Bronson,276520,256,18.5,38.3,110.0,87.4,92.1,82.0,462,210,400,75,29.8,26,10.2,8.1
Lugo, Seth,607625,324,11.8,34.9,110.0,86.5,92.2,81.1,444,174,397,115,35.5,19,5.9,4.4
Bracho, Silvino,611093,55,15.1,27.3,110.0,87.7,93.9,84.9,469,173,435,17,30.9,6,10.9,6.9
Strop, Pedro,467008,156,5.0,25.0,110.0,84.5,90.8,81.2,391,144,370,42,27.1,5,3.2,2.0
Hader, Josh,623352,94,20.8,25.5,109.9,84.6,89.3,81.1,432,180,403,24,25.5,5,5.3,2.7
Jaye, Myles,594867,54,5.1,35.2,109.9,87.2,94.9,82.1,393,161,380,20,37.0,4,7.4,5.6
Stewart, Brock,592779,98,13.1,28.6,109.9,81.9,88.1,75.9,399,174,379,22,22.4,3,3.1,2.0
Steckenrider, Drew,608716,79,12.2,32.9,109.9,87.9,91.9,84.8,427,172,409,32,40.5,5,6.3,3.3
Miller, Shelby,571946,67,10.2,26.9,109.9,85.9,91.4,82.2,415,168,404,16,23.9,3,4.5,3.0
Lopez, Reynaldo,625643,162,21.2,36.4,109.9,87.2,91.2,84.4,426,191,397,44,27.3,8,4.9,3.9
Romano, Sal,607219,270,6.2,27.0,109.9,85.8,92.3,82.0,407,149,374,92,34.1,12,4.4,3.1
Romero, Enny,544836,154,15.3,35.1,109.9,88.3,93.3,84.6,441,186,405,52,34.4,12,7.8,4.9
Oh, Seunghwan,493200,192,19.3,34.9,109.9,84.9,89.8,78.4,451,200,397,54,28.1,14,7.3,5.3
Jeffress, Jeremy,502026,208,2.7,29.3,109.8,83.5,92.0,79.0,436,141,386,53,25.9,11,5.3,3.7
Brebbia, John,605154,142,22.0,44.4,109.8,87.4,90.4,83.2,430,227,396,47,33.6,11,7.7,5.3
Bush, Matt,456713,159,15.6,34.0,109.8,85.2,90.6,81.8,434,178,401,43,27.0,10,6.3,4.2
Paredes, Eduardo,622161,66,10.4,31.8,109.8,86.4,91.3,82.4,423,182,404,26,39.4,2,3.0,2.2
Claudio, Alex,592222,250,0.0,25.2,109.8,84.9,90.6,83.3,439,119,395,73,29.3,4,1.6,1.2
Sewald, Paul,623149,182,16.5,35.7,109.8,87.2,91.6,82.7,433,202,395,60,33.0,13,7.1,4.7
Ross, Tyson,475115,158,10.2,29.7,109.8,85.6,91.0,81.6,461,163,395,45,28.5,11,7.0,4.6
Colome, Alex,517008,197,8.2,24.9,109.8,86.9,93.1,83.4,433,157,416,69,35.0,9,4.6,3.2
Blevins, Jerry,460283,120,15.2,27.5,109.8,81.9,87.6,75.4,403,167,388,23,19.2,4,3.3,1.8
Otero, Dan,519096,195,-0.9,30.8,109.8,85.5,92.7,82.8,417,114,392,69,35.4,6,3.1,2.5
Holder, Jonathan,656547,120,14.9,35.8,109.8,87.1,91.4,85.1,422,179,402,38,31.7,8,6.7,4.7
